date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
1994-09-10,61.0,15.159499,11.3095,13.055332,15.449007,10.658913,12.943297,0,0,14.899999,14.899999,0.0,18.0,6.1094027,18.359999,136.26175,11.89,1.7692692
1994-09-11,2.0,16.709501,10.3595,14.038666,16.486683,9.7179575,13.766919,0,0,0.0,0.0,0.0,0.0,9.227524,23.4,294.98642,17.47,2.5668433
1994-09-12,2.0,17.2595,8.659499,13.617833,17.465677,7.683131,13.405135,0,0,0.0,0.0,0.0,0.0,6.519877,18.72,275.194,17.98,2.6613557
1994-09-13,61.0,15.909499,10.0595,12.942832,14.490845,8.973668,11.989381,0,0,8.599999,8.599999,0.0,9.0,12.9249525,27.72,155.36012,9.73,1.5018628
1994-09-14,61.0,15.8595,13.1095,14.326164,15.474827,12.277592,13.871673,0,0,12.3,12.3,0.0,20.0,13.684735,33.48,171.1291,5.73,0.87678486
1994-09-15,53.0,18.459501,14.2595,16.1345,19.544443,14.006939,16.509703,0,0,3.6,3.6,0.0,11.0,13.441071,27.0,155.38748,10.72,1.6632233
1994-09-16,1.0,22.6595,13.0595,17.732414,24.012865,12.638798,18.327143,0,0,0.0,0.0,0.0,0.0,8.942214,19.08,344.45255,18.05,3.0165017
1994-09-17,1.0,23.2595,14.459499,18.81575,24.575365,14.936344,19.793928,0,0,0.0,0.0,0.0,0.0,6.519877,14.04,192.06488,14.95,2.6462183
1994-09-18,3.0,20.959501,12.459499,17.030333,21.986086,12.917461,18.125927,0,0,0.0,0.0,0.0,0.0,8.557102,19.08,213.1785,17.28,2.733917
1994-09-19,3.0,20.6095,13.6095,17.374083,21.411266,14.0498295,18.306126,0,0,0.0,0.0,0.0,0.0,7.172949,18.359999,182.45404,16.02,2.5599122
1994-09-20,2.0,21.1595,12.709499,17.144918,22.102394,12.9034,17.636389,0,0,0.0,0.0,0.0,0.0,13.53236,28.8,325.08463,16.88,2.6923692
1994-09-21,0.0,24.1095,14.8595,19.032415,24.30596,13.197359,18.747149,0,0,0.0,0.0,0.0,0.0,13.397612,23.039999,356.52866,17.74,3.330529
1994-09-22,0.0,24.7595,13.0095,19.149084,25.705853,12.565489,19.776403,0,0,0.0,0.0,0.0,0.0,5.937272,12.959999,315.2417,17.51,3.0614605
1994-09-23,0.0,23.3595,14.2595,18.572,24.159124,14.015432,19.162643,0,0,0.0,0.0,0.0,0.0,4.896529,12.24,307.4055,17.18,2.8712146
1994-09-24,0.0,23.5095,12.3595,18.49283,24.441584,11.876675,19.169966,0,0,0.0,0.0,0.0,0.0,5.937272,14.759999,289.4401,17.15,2.8849726
1994-09-25,1.0,20.4095,13.0595,16.574085,21.055182,12.87504,17.071774,0,0,0.0,0.0,0.0,0.0,7.5942082,16.56,160.8601,14.92,2.3587694
1994-09-26,3.0,18.7595,12.2595,15.736583,18.626223,12.174742,15.750183,0,0,0.0,0.0,0.0,0.0,6.87779,18.72,296.2947,15.04,2.2780843
1994-09-27,0.0,20.459501,10.5595,16.019915,20.71405,9.850454,16.068111,0,0,0.0,0.0,0.0,0.0,8.311245,18.0,327.84775,15.77,2.458584
1994-09-28,2.0,20.9095,11.709499,16.269917,21.288527,11.115496,16.322157,0,0,0.0,0.0,0.0,0.0,9.36,15.84,297.40738,14.73,2.406496
1994-09-29,51.0,17.6595,11.909499,14.834499,17.591675,11.423426,14.815215,0,0,0.6,0.6,0.0,3.0,9.504273,21.96,154.21274,9.04,1.3989661
1994-09-30,51.0,17.0095,14.209499,15.386584,16.364113,13.597332,14.909154,0,0,0.3,0.3,0.0,2.0,15.273505,32.399998,173.54292,7.59,1.2100486
1994-10-01,63.0,15.6095,11.5595,13.705334,14.161037,10.497665,12.386661,0,0,9.200001,9.200001,0.0,11.0,18.733839,36.0,195.29074,11.03,1.6078348
1994-10-02,0.0,16.9095,7.5095,12.255333,13.88302,5.8668356,10.301736,0,0,0.0,0.0,0.0,0.0,14.277983,31.68,15.494903,15.53,2.3988116
1994-10-03,0.0,17.3595,7.1595,12.357417,15.13084,4.028866,9.9094925,0,0,0.0,0.0,0.0,0.0,12.879752,25.199999,359.91614,15.24,2.5213547
1994-10-04,0.0,17.6095,9.8095,13.8595,16.805761,8.175401,12.666108,0,0,0.0,0.0,0.0,0.0,9.255571,18.0,44.73598,15.02,2.2225626
1994-10-05,51.0,15.209499,9.709499,12.094916,14.499308,8.197511,11.196235,0,0,0.2,0.2,0.0,1.0,5.904439,11.159999,118.42111,9.43,1.3820899
1994-10-06,53.0,13.459499,8.959499,11.407416,12.303812,7.929758,10.577231,0,0,0.6,0.6,0.0,2.0,5.1919937,24.48,100.22215,9.1,1.2717919
1994-10-07,1.0,15.3095,8.3095,11.809499,14.351818,7.00947,10.840444,0,0,0.0,0.0,0.0,0.0,6.151683,14.4,315.42645,13.28,1.8183422
1994-10-08,2.0,17.459501,7.6095,12.947,17.015345,6.211691,12.457356,0,0,0.0,0.0,0.0,0.0,5.0142193,11.5199995,334.82248,11.57,1.7024045
1994-10-09,51.0,16.1595,11.2595,13.805332,15.550337,10.910698,13.347272,0,0,0.4,0.4,0.0,2.0,6.193674,12.24,174.13414,7.98,1.3142731
1994-10-10,53.0,11.6095,9.3095,10.6240835,11.27822,8.466922,10.107847,0,0,5.2,5.2,0.0,16.0,5.154415,16.199999,277.2368,3.21,0.5632624
1994-10-11,51.0,12.709499,8.0095,10.31575,11.486215,6.709569,9.308419,0,0,0.6,0.6,0.0,3.0,6.439876,16.919998,105.2552,8.88,1.1847856
1994-10-12,3.0,13.959499,5.4595,9.930333,12.399046,3.8707838,8.586868,0,0,0.0,0.0,0.0,0.0,8.049845,18.72,298.2373,12.1,1.5677682
1994-10-13,61.0,10.909499,6.0595,8.432417,9.476082,4.1154957,6.416056,0,0,10.299999,10.299999,0.0,13.0,19.513195,32.039997,115.693634,5.58,0.7742085
1994-10-14,53.0,10.2595,7.9595,8.91575,8.326709,5.2514524,6.8825946,0,0,5.6999993,5.6999993,0.0,15.0,16.039202,32.760002,174.40648,6.54,0.9449895
1994-10-15,2.0,13.6095,7.4095,10.072,11.719561,6.059702,8.577737,0,0,0.0,0.0,0.0,0.0,10.823973,22.68,294.11414,11.19,1.4590933
1994-10-16,3.0,12.159499,4.5095,8.380334,11.243466,2.4868412,7.024833,0,0,0.0,0.0,0.0,0.0,6.28713,13.32,140.19447,11.0,1.3693751
1994-10-17,51.0,11.0595,6.4595,9.5095,10.448062,5.061282,8.5208845,0,0,0.8000001,0.8000001,0.0,6.0,5.8603754,11.5199995,126.1933,3.06,0.5556293
1994-10-18,51.0,11.709499,7.6095,9.8740835,10.935585,6.162464,8.812657,0,0,0.2,0.2,0.0,1.0,5.3999996,13.32,130.78569,7.37,1.0164726
1994-10-19,55.0,10.2595,8.0595,9.055332,8.665846,5.910342,6.844149,0,0,10.400001,10.400001,0.0,18.0,16.055353,27.359999,164.4558,3.83,0.53360546
1994-10-20,63.0,10.5595,8.8595,9.517833,7.036207,5.194558,5.9552245,0,0,26.000002,26.000002,0.0,20.0,31.353085,62.279995,172.71213,1.09,0.3453009
1994-10-21,53.0,11.3095,6.8095,8.771999,9.053989,4.0521717,6.24028,0,0,3.2,3.2,0.0,7.0,14.291592,28.08,199.18298,7.92,1.1152128
1994-10-22,61.0,8.959499,5.8095,7.4532495,6.7449694,3.6443324,5.110556,0,0,6.8999996,6.8999996,0.0,15.0,13.679999,25.919998,103.715904,3.19,0.48834288
1994-10-23,51.0,11.2595,7.0595,8.9365835,9.402319,4.591279,6.9059176,0,0,0.3,0.3,0.0,3.0,10.739833,22.319998,68.84888,5.07,0.7253362
1994-10-24,2.0,14.5595,5.6595,9.574083,13.3281,3.0663161,7.6653275,0,0,0.0,0.0,0.0,0.0,9.449572,15.84,57.200474,10.34,1.3352972
1994-10-25,55.0,15.9595,7.3595,11.053249,13.357523,5.2976837,7.9585176,0,0,6.0,6.0,0.0,8.0,31.910301,65.159996,138.66383,8.32,1.5763282
1994-10-26,61.0,11.3095,8.209499,9.794916,7.6309147,5.0441875,6.6156254,0,0,15.600001,15.600001,0.0,15.0,29.738703,65.88,178.91225,3.24,0.5380534
1994-10-27,55.0,10.909499,5.5095,8.894917,7.7512207,2.4687157,5.7002845,0,0,10.300001,10.300001,0.0,16.0,20.883104,44.28,196.60428,5.67,0.87797356
1994-10-28,55.0,8.959499,4.3595,6.515749,6.8022585,1.4546642,3.7723215,0,0,8.400001,8.400001,0.0,19.0,14.154915,25.919998,187.37259,5.59,0.69328207
1994-10-29,61.0,9.0595,2.4595,6.430334,5.9798746,-0.45104265,3.40985,0,0,4.4,4.4,0.0,7.0,19.201874,34.56,139.74622,7.92,0.8944587
1994-10-30,61.0,8.5095,5.4595,6.7678337,6.0180216,1.987906,3.721345,0,0,10.700001,10.700001,0.0,23.0,20.288164,39.239998,150.7987,4.82,0.5641504
1994-10-31,63.0,9.959499,4.2095,7.249083,5.7072887,0.03949356,2.9810083,0,0,22.8,22.8,0.0,11.0,26.739542,52.92,184.44873,3.49,0.8193665
1994-11-01,55.0,6.9595,2.9595,5.0678334,4.083831,0.3413167,1.8405882,0,0,3.7,3.7,0.0,11.0,15.408671,29.519999,203.78795,5.63,0.7566723
1994-11-02,51.0,6.5095,2.2095,4.2845,3.9160652,-0.28666806,1.7318667,0,0,1.9,1.9,0.0,8.0,6.6087217,16.199999,15.814146,8.25,0.83982855
1994-11-03,55.0,4.4095,1.3595,3.2949164,1.505353,-2.4685116,-0.5606821,0,0,8.0,8.0,0.0,12.0,28.583183,50.76,133.03714,2.26,0.33305627
1994-11-04,61.0,6.1095,2.0095,3.9407501,3.19947,-3.2120514,-0.052966874,0,0,13.099999,13.099999,0.0,13.0,30.563978,56.519997,150.4764,5.86,0.64880675
1994-11-05,2.0,7.1595,2.1595001,4.6365833,3.8636398,-1.3496549,0.9649989,0,0,0.0,0.0,0.0,0.0,14.84318,27.0,101.05451,7.33,1.0438886
1994-11-06,73.0,5.7095,1.8594999,3.8824167,2.368812,-1.6558623,0.3153694,0,0,9.5,5.9,2.52,17.0,15.815435,33.839996,140.25096,3.51,0.60952115
1994-11-07,55.0,6.1595,2.1595001,4.6095004,2.828681,-1.2417583,1.2472917,0,0,11.700001,11.700001,0.0,23.0,15.876775,31.319998,153.63666,3.82,0.3495972
1994-11-08,61.0,7.3095,4.2595,5.769917,3.1574173,0.46891356,2.10641,0,0,12.799999,12.799999,0.0,20.0,19.914217,42.839996,113.00161,2.71,0.5356701
1994-11-09,55.0,7.6595,4.0095,5.7907505,5.503976,0.24737835,2.9249113,0,0,8.9,8.9,0.0,15.0,16.039202,32.039997,69.59008,2.51,0.4290671
1994-11-10,3.0,7.9595,1.3095,4.9324164,6.469157,-1.185,3.0387688,0,0,0.0,0.0,0.0,0.0,5.506941,12.599999,0.88137245,6.72,0.70529205
1994-11-11,55.0,6.5095,3.9095001,5.2636666,3.7429123,0.66694164,2.1876998,0,0,7.1,7.1,0.0,15.0,21.542923,39.6,148.0312,1.7,0.2968468
1994-11-12,51.0,5.9095,3.0595,4.11575,3.1238823,0.1407938,1.4004111,0,0,0.1,0.1,0.0,1.0,8.4963045,17.64,189.0989,5.98,0.6256778
1994-11-13,55.0,7.1095,3.5095,5.2428336,3.990138,1.0808272,2.152735,0,0,6.700001,6.700001,0.0,19.0,20.63023,35.64,149.20107,4.03,0.4470236
1994-11-14,61.0,6.6595,5.1095,6.2094994,2.8649635,1.711401,2.1667414,0,0,25.999998,25.999998,0.0,24.0,25.14852,46.079998,147.50871,1.77,0.20819373
1994-11-15,55.0,6.6595,3.5095,5.405333,5.312416,1.2052546,3.2206523,0,0,9.3,9.3,0.0,15.0,11.885453,23.039999,97.93548,1.8,0.29971233
1994-11-16,53.0,4.4095,1.5095,3.455334,1.4215007,-1.3635266,0.3610412,0,0,6.2,6.2,0.0,19.0,11.901798,29.16,258.32513,3.44,0.504881
1994-11-17,51.0,5.8095,-2.0905,1.9365832,1.985177,-6.3523197,-1.778005,0,0,0.1,0.1,0.0,1.0,11.726277,24.84,358.36636,6.87,0.8183984
1994-11-18,73.0,2.6095,-1.8405,0.6365834,-0.60342956,-5.304821,-2.826671,0,0,1.1,0.19999999,0.70000005,4.0,10.365251,21.24,92.11584,4.53,0.50392663
1994-11-19,73.0,5.7595,1.2095001,3.1824167,1.1459856,-3.0899937,-1.5991602,0,0,19.8,16.2,2.52,21.0,33.58821,65.159996,162.18103,0.7,0.2323544
1994-11-20,1.0,4.3595,0.05950001,2.46575,-0.53105164,-2.8767402,-1.6300964,0,0,0.0,0.0,0.0,0.0,17.651016,38.519997,268.53537,5.99,0.8440536
1994-11-21,3.0,3.1095,-2.2405,0.93450004,-0.6392505,-5.9515414,-2.643399,0,0,0.0,0.0,0.0,0.0,11.440979,21.599998,100.924736,4.53,0.5197716
1994-11-22,55.0,4.9095,1.9095001,3.3574169,0.601027,-2.220357,-1.0568409,0,0,1.7,1.7,0.0,3.0,28.58545,55.079998,125.67383,2.55,0.9039963
1994-11-23,71.0,5.5595,0.70949996,3.0657504,2.3019214,-3.3892784,-0.91888064,0,0,5.8999996,5.6,0.21000001,10.0,27.438046,55.079998,175.5435,4.85,0.58108896
1994-11-24,61.0,5.8095,2.3095,3.8261664,1.6092129,-1.1480165,-0.30606768,0,0,3.7000003,3.7000003,0.0,11.0,20.056877,46.44,74.30993,2.9,0.7063149
1994-11-25,55.0,5.8095,0.9095,3.5824168,3.130087,-1.6651819,0.7065417,0,0,6.9,6.9,0.0,11.0,18.228943,38.519997,134.6892,3.47,0.4233201
1994-11-26,51.0,4.2595,0.1595,2.7178335,0.9931345,-3.2917404,-0.691602,0,0,0.8,0.8,0.0,4.0,15.459054,28.44,124.5772,3.89,0.43860883
1994-11-27,73.0,5.2095,2.0095,3.2949169,1.0285788,-2.6389592,-0.86498785,0,0,11.5,9.099999,1.6800001,13.0,21.38897,38.519997,194.18542,2.94,0.47430146
1994-11-28,55.0,4.5095,1.2595,3.0949166,1.7027926,-1.8901849,-0.26169962,0,0,5.6,5.6,0.0,9.0,20.767975,36.0,160.44788,3.44,0.40277264
1994-11-29,73.0,7.9595,3.0095,4.8782506,2.7925248,-1.9939938,0.5120237,0,0,33.3,32.899998,0.28,24.0,31.09575,61.920002,143.07959,0.71,0.18143924
1994-11-30,63.0,8.709499,3.9095001,7.2428336,3.7491722,-0.73313475,2.3021543,0,0,22.3,22.3,0.0,17.0,33.487743,78.12,194.31209,2.24,0.5058595
1994-12-01,73.0,4.5595,2.4095001,3.6615837,0.052250862,-2.1446953,-0.95177984,0,0,12.5,11.7,0.56,20.0,24.57511,50.039997,183.84238,1.98,0.45777854
1994-12-02,71.0,2.6595001,-0.8405,1.2136667,-1.0586431,-4.442205,-2.6028788,0,0,1.2,1.1,0.07,6.0,17.114204,32.399998,203.6217,4.08,0.46996918
1994-12-03,0.0,0.3095,-5.5905,-2.8967502,-3.4160988,-12.083558,-8.334682,0,0,0.0,0.0,0.0,0.0,21.38897,43.199997,41.554436,5.64,0.84126455
1994-12-04,1.0,-0.6905,-5.6405,-3.2238333,-4.6103783,-10.492203,-7.426649,0,0,0.0,0.0,0.0,0.0,10.587918,23.039999,31.290861,5.72,0.5540118
1994-12-05,71.0,1.4595001,-4.4905,-1.3550835,-2.807962,-8.55485,-5.6504874,0,0,0.0,0.0,0.07,0.0,12.7279215,26.28,74.16756,3.45,0.6422353
1994-12-06,73.0,1.0595,-0.89049995,0.1928333,-2.6661344,-4.8999567,-3.7121093,0,0,5.699999,1.2,3.2199998,17.0,11.090103,24.119999,99.66538,3.32,0.36125368
1994-12-07,73.0,2.6595001,-0.0905,1.1845001,-1.0856285,-3.6551983,-2.301905,0,0,6.7999997,4.7000003,1.4700001,17.0,21.829777,39.239998,154.54556,2.92,0.28589386
1994-12-08,71.0,3.3095,0.8095,2.6303334,0.965014,-3.480318,-2.3233597,0,0,21.4,21.3,0.07,21.0,30.619051,56.88,168.10513,0.47,0.15138242
1994-12-09,3.0,3.2595,-0.0405,2.2095,0.7402582,-3.435032,-1.0728751,0,0,0.0,0.0,0.0,0.0,13.217443,23.4,83.8679,2.86,0.35967284
1994-12-10,51.0,4.2595,1.9095001,3.2740834,0.34445667,-1.9447098,-0.6372628,0,0,1.7,1.7,0.0,6.0,14.471821,31.68,78.67595,1.26,0.4683657
1994-12-11,51.0,6.7595,3.5595,4.3511667,2.8807602,-0.24867773,0.7813274,0,0,0.90000004,0.90000004,0.0,4.0,14.77755,27.0,86.912735,4.92,0.60605365
1994-12-12,53.0,5.3095,1.0595,2.861583,2.5466805,-2.2510397,-0.11091358,0,0,2.2,2.2,0.0,6.0,10.028439,16.56,32.057346,3.72,0.3825434
1994-12-13,2.0,3.6095,0.5595,1.9365835,0.81730556,-2.895069,-1.0806829,0,0,0.0,0.0,0.0,0.0,9.339208,16.199999,60.739933,3.24,0.3295176
1994-12-14,73.0,3.7095,0.5595,1.7845,0.13822031,-3.5051181,-2.02124,0,0,9.3,6.6,1.89,14.0,13.527572,26.64,90.96953,1.1,0.3119318
1994-12-15,61.0,4.3095,2.1595001,3.0011666,0.2870059,-1.451045,-0.8557437,0,0,13.4,13.4,0.0,22.0,19.734436,53.28,107.75412,1.71,0.2395075
1994-12-16,61.0,5.9095,3.5095,4.8428335,2.6930676,-0.96254015,1.185583,0,0,11.5,11.5,0.0,18.0,19.602652,37.8,135.61902,1.55,0.190491
1994-12-17,63.0,8.459499,4.8095,6.622,5.4391174,0.8296251,2.9397018,0,0,32.299995,32.299995,0.0,22.0,28.185955,51.839996,124.87669,0.54,0.16585417
1994-12-18,61.0,7.6095,5.5095,6.728249,4.2565145,1.161109,3.0948951,0,0,13.200001,13.200001,0.0,21.0,21.868332,41.760002,140.6023,1.79,0.25737405
1994-12-19,63.0,8.8595,5.6595,7.494917,4.6433067,0.8080573,2.6356595,0,0,41.0,41.0,0.0,24.0,34.349354,61.56,143.13002,0.36,0.23696429
1994-12-20,61.0,8.8095,5.0595,7.1469994,5.745001,2.0386329,4.593682,0,0,19.800001,19.800001,0.0,22.0,23.313995,48.239998,167.30252,0.72,0.18298982
1994-12-21,53.0,7.0595,4.7095,5.678251,4.7836657,1.7041721,2.8855093,0,0,1.6000001,1.6000001,0.0,6.0,13.584932,21.96,111.55361,2.27,0.30977362
1994-12-22,3.0,7.1095,4.3095,5.728249,5.000638,1.068255,2.8614206,0,0,0.0,0.0,0.0,0.0,10.538843,21.599998,92.12105,1.75,0.3700894
1994-12-23,3.0,7.6095,5.3595,6.0594997,4.9206934,2.2441897,3.1099558,0,0,0.0,0.0,0.0,0.0,10.948973,16.919998,76.88657,2.26,0.48711285
1994-12-24,53.0,7.1095,3.5595,5.313667,3.911087,0.27365685,2.1518738,0,0,2.6000001,2.6000001,0.0,7.0,17.28,32.399998,152.47318,1.53,0.38761443
1994-12-25,63.0,4.4095,1.7095001,2.8490837,0.12105036,-2.4330442,-1.2125533,0,0,19.0,19.0,0.0,12.0,28.515089,52.56,109.9885,1.08,0.28856912
1994-12-26,63.0,6.9595,4.9095,5.967833,4.8897953,-0.6319332,2.5512614,0,0,21.900002,21.900002,0.0,19.0,29.47826,53.28,124.05147,1.34,0.24229908
1994-12-27,63.0,7.1095,5.0595,5.8470006,4.0446606,1.2946644,2.1545134,0,0,39.899998,39.899998,0.0,24.0,27.532352,50.039997,107.75502,0.34,0.17355815
1994-12-28,55.0,6.7095,2.7095,4.163667,1.3896718,-0.24187851,0.48082638,0,0,3.6,3.6,0.0,7.0,30.955812,60.479996,218.97153,4.11,0.49815184
1994-12-29,1.0,4.6595,0.3095,2.3095,1.5656128,-2.8409097,-0.85549927,0,0,0.0,0.0,0.0,0.0,9.449572,20.16,355.20132,5.18,0.4475123
1994-12-30,1.0,4.4595,-1.3905,1.0261667,-0.6917932,-6.2352333,-3.928252,0,0,0.0,0.0,0.0,0.0,19.862083,40.68,41.925014,5.28,0.8459004
1994-12-31,0.0,3.7595,-3.3905,-0.75091654,0.04629898,-7.58262,-5.044888,0,0,0.0,0.0,0.0,0.0,14.618837,25.199999,46.13431,5.49,0.59096634
1995-01-01,0.0,2.8095,-4.2905,-1.6405002,-0.70526624,-8.541469,-5.4858346,0,0,0.0,0.0,0.0,0.0,9.085988,16.919998,36.77911,5.59,0.45422086
1995-01-02,0.0,2.9595,-4.3905,-1.803,-1.5085034,-8.982475,-6.2587166,0,0,0.0,0.0,0.0,0.0,12.55879,24.84,31.384476,5.61,0.59998506
1995-01-03,0.0,3.7095,-3.5405,-1.0967501,-0.57461023,-8.146359,-5.4482803,0,0,0.0,0.0,0.0,0.0,12.287555,22.68,32.56282,5.66,0.60714054
1995-01-04,0.0,3.2095,-4.2405,-1.5800834,-0.53841543,-8.35968,-5.637417,0,0,0.0,0.0,0.0,0.0,10.464797,19.08,28.510073,5.66,0.5005556
1995-01-05,0.0,3.1595001,-3.7405,-1.1800833,-0.16725636,-7.760477,-5.0499816,0,0,0.0,0.0,0.0,0.0,10.948973,19.08,36.994,5.49,0.5226309
1995-01-06,1.0,3.2595,-3.5904999,-1.128,-0.610384,-7.607661,-5.2120614,0,0,0.0,0.0,0.0,0.0,13.363711,23.039999,43.910347,5.07,0.60311353
1995-01-07,53.0,2.5095,-1.5404999,0.43033338,-3.0669894,-6.800089,-4.869704,0,0,1.9,1.9,0.0,6.0,19.083395,38.519997,52.57287,2.12,0.92269135
1995-01-08,61.0,4.5095,1.6595,3.3511665,0.7235298,-3.1050048,-0.8292214,0,0,15.6,15.6,0.0,23.0,22.17144,49.68,75.16379,1.13,0.30460906
1995-01-09,61.0,6.4595,3.9594998,5.163667,2.6799545,0.1480856,1.2113013,0,0,10.4,10.4,0.0,18.0,17.709658,41.760002,67.52584,2.0,0.52048755
1995-01-10,53.0,6.1095,4.2095,5.1115837,3.276536,0.5969391,2.0645134,0,0,3.6999998,3.6999998,0.0,7.0,14.764389,27.72,82.772316,1.41,0.22353747
1995-01-11,55.0,6.3095,3.3595,4.7928333,3.6706762,-0.52064276,1.6678548,0,0,13.500001,13.500001,0.0,21.0,15.646544,28.8,106.77548,1.95,0.23508902
1995-01-12,61.0,8.709499,3.6595001,5.8303337,6.599641,0.14326191,3.0343018,0,0,7.3,7.3,0.0,9.0,12.24,24.84,91.69712,5.14,0.55796236
1995-01-13,61.0,5.5595,4.1095,4.907417,2.3545442,0.6055598,1.6635567,0,0,9.4,9.4,0.0,14.0,15.273505,43.92,78.538216,1.64,0.2587111
1995-01-14,61.0,5.4595,3.5595,4.7865834,1.668448,0.4195876,1.153976,0,0,26.9,26.9,0.0,20.0,19.809813,42.12,94.42238,1.15,0.2175264
1995-01-15,61.0,6.2095,4.0095,4.917834,4.0969734,0.99112225,2.3095834,0,0,13.799999,13.799999,0.0,23.0,16.854767,32.399998,131.47137,1.9,0.25577462
1995-01-16,53.0,5.4095,2.4595,3.8782504,2.7803526,-0.7934079,1.2642645,0,0,8.7,8.7,0.0,23.0,12.224107,19.08,151.87224,2.47,0.25690794
1995-01-17,53.0,4.0595,1.1595,2.6449165,0.46272945,-2.0428996,-0.76395684,0,0,6.5000005,6.5000005,0.0,20.0,13.684735,27.0,104.63958,1.71,0.26144847
1995-01-18,61.0,7.1095,3.3095,4.901167,2.0907369,-0.41676354,0.7670277,0,0,17.3,17.3,0.0,17.0,32.359974,60.839996,145.80882,0.67,0.16667397
1995-01-19,1.0,8.459499,1.2095001,4.2636666,5.2305994,-2.0295858,1.0106797,0,0,0.0,0.0,0.0,0.0,12.229406,22.319998,54.252193,6.45,0.6858839
1995-01-20,3.0,8.659499,1.8095,4.0553336,5.4507523,-1.9675803,0.44184962,0,0,0.0,0.0,0.0,0.0,11.988594,22.68,45.933365,5.99,0.7977523
1995-01-21,0.0,8.909499,0.5095,3.4199164,6.504691,-3.048872,0.18762086,0,0,0.0,0.0,0.0,0.0,10.464797,18.0,31.30791,6.87,0.70786506
1995-01-22,0.0,7.7595,-0.54050004,2.4928334,4.5555487,-4.427057,-1.1346811,0,0,0.0,0.0,0.0,0.0,11.090103,18.0,29.357672,7.21,0.7571231
1995-01-23,2.0,7.4595,-1.1405,2.15325,4.7316103,-4.913574,-1.3364991,0,0,0.0,0.0,0.0,0.0,11.246759,17.28,30.449179,5.12,0.6047522
1995-01-24,2.0,8.0095,0.35950002,3.0303335,5.2001486,-3.3420792,-0.40148678,0,0,0.0,0.0,0.0,0.0,9.931042,18.0,33.37885,6.47,0.7276392
1995-01-25,3.0,8.959499,1.4595001,4.330333,6.271837,-2.2967615,1.1502177,0,0,0.0,0.0,0.0,0.0,10.195057,17.64,43.886154,5.59,0.73787564
1995-01-26,53.0,8.159499,2.3595,4.467833,5.91064,-0.7913635,1.703138,0,0,2.6,2.6,0.0,8.0,9.531505,19.8,59.329933,4.68,0.5027069
1995-01-27,2.0,9.5095,0.9595001,4.267833,6.526208,-2.4147782,1.1507303,0,0,0.0,0.0,0.0,0.0,10.948973,20.16,65.25257,6.52,0.7395225
1995-01-28,61.0,6.5095,2.4095001,4.32825,2.6861315,-1.6744051,0.5234392,0,0,14.300001,14.300001,0.0,13.0,19.134262,38.16,76.27698,1.09,0.34158146
1995-01-29,61.0,8.709499,5.3095,7.3678336,5.015504,2.578651,3.7913778,0,0,18.7,18.7,0.0,17.0,26.124195,50.399998,133.89285,1.29,0.24469577
1995-01-30,61.0,9.5595,5.2095,6.999084,6.8119583,1.0310526,3.8353522,0,0,11.900001,11.900001,0.0,17.0,20.188908,40.32,107.30491,1.71,0.30675885
1995-01-31,63.0,9.7595,6.9095,8.044916,6.6846066,3.780614,5.0517364,0,0,25.3,25.3,0.0,24.0,21.841648,52.92,152.15982,2.16,0.28936535
1995-02-01,61.0,8.5095,4.3595,7.1345005,6.4302692,1.1873827,4.75108,0,0,19.199999,19.199999,0.0,23.0,20.364674,50.039997,166.95316,1.78,0.2808975
1995-02-02,53.0,7.8595004,2.2595,5.2886662,5.409292,-0.78744936,2.37291,0,0,1.4000001,1.4000001,0.0,3.0,13.830749,29.16,71.12081,3.19,0.5256116
1995-02-03,61.0,9.909499,3.9594998,6.413667,7.9619656,0.91946554,4.1115594,0,0,4.3,4.3,0.0,7.0,10.538843,28.44,26.785614,5.57,0.6868257
1995-02-04,51.0,10.3095,3.8595,6.2970004,8.429759,0.293684,3.3764837,0,0,0.2,0.2,0.0,1.0,13.202726,22.319998,18.810863,4.27,0.7276305
1995-02-05,51.0,9.0095,4.0595,6.2615833,7.2238865,1.0744658,4.103375,0,0,1.5,1.5,0.0,8.0,7.289444,25.199999,39.01015,2.98,0.44648787
1995-02-06,53.0,9.7595,4.7595,7.1615844,7.983762,2.0538988,5.3871274,0,0,5.9,5.9,0.0,10.0,10.1887,18.359999,318.19464,3.67,0.5192295
1995-02-07,1.0,11.159499,2.0095,6.088667,7.9408436,-1.6499999,2.6640382,0,0,0.0,0.0,0.0,0.0,15.617529,29.16,2.4928734,9.28,1.271086
1995-02-08,1.0,12.1095,2.5095,6.1761665,9.341591,-1.3235264,2.7358434,0,0,0.0,0.0,0.0,0.0,14.458382,26.64,13.547998,9.37,1.380963
1995-02-09,1.0,7.9595,-0.1905,3.8990834,5.79224,-3.313812,1.3037347,0,0,0.0,0.0,0.0,0.0,5.815978,14.4,33.69006,8.63,0.93244666
1995-02-10,3.0,7.8095,0.20949998,3.9470005,5.5918856,-2.7188919,1.5902119,0,0,0.0,0.0,0.0,0.0,5.4477882,10.799999,88.781166,6.78,0.7637372
